order_id,warehouse,shipping_mode,planned_delivery_days,processing_days,actual_delivery_days,shipping_cost,handling_cost,return_flag,return_reason,return_cost,backorder_flag,on_time_flag
ORD-05475,Dallas DC,Express,4,1.6,3.4,53.69,5.46,0,,0.0,0,1
ORD-05476,Dallas DC,Standard,6,1.6,7.5,17.97,2.27,0,,0.0,0,0
ORD-05477,Dallas DC,Freight,8,1.5,8.0,52.54,3.82,0,,0.0,0,1
ORD-05478,Atlanta DC,Standard,5,4.1,6.4,13.94,5.68,0,,0.0,1,0
ORD-05479,Dallas DC,Standard,6,1.6,4.5,37.92,5.06,0,,0.0,0,1
ORD-05480,Atlanta DC,Freight,7,1.8,5.5,17.84,2.21,1,Assembly issue,61.8,0,1
ORD-05481,Chicago DC,Standard,4,1.7,4.2,8.64,2.05,0,,0.0,0,0
ORD-05482,Dallas DC,Standard,6,1.9,4.5,48.85,6.84,0,,0.0,0,1
ORD-05483,Dallas DC,Express,4,1.5,3.6,34.85,3.16,0,,0.0,0,1
ORD-05484,Newark DC,Standard,5,1.2,3.5,34.78,4.37,0,,0.0,0,1
ORD-05485,Newark DC,Freight,7,1.5,5.8,48.42,4.64,0,,0.0,0,1
ORD-05486,Newark DC,Standard,5,1.6,4.0,35.96,5.55,0,,0.0,0,1
ORD-05487,Reno DC,Freight,8,2.4,6.5,28.94,3.03,0,,0.0,0,1
ORD-05488,Chicago DC,Standard,4,2.2,4.2,31.59,5.08,0,,0.0,0,0
ORD-05489,Newark DC,Standard,5,2.1,5.4,22.48,2.75,0,,0.0,0,0
ORD-05490,Atlanta DC,Standard,5,2.3,4.4,9.51,2.09,0,,0.0,0,1
ORD-05491,Atlanta DC,Express,3,2.2,3.6,16.82,2.37,1,Compatibility issue,101.1,0,0
ORD-05492,Newark DC,Express,3,1.2,2.8,37.78,3.43,0,,0.0,0,1
ORD-05493,Newark DC,Standard,5,1.2,4.2,17.44,2.9,0,,0.0,0,1
ORD-05494,Dallas DC,Standard,6,1.5,5.8,11.08,2.13,0,,0.0,0,1
ORD-05495,Chicago DC,Standard,4,1.6,3.9,109.99,10.46,0,,0.0,0,1
ORD-05496,Reno DC,Standard,6,1.8,6.8,23.13,3.34,0,,0.0,0,0
ORD-05497,Chicago DC,Freight,6,2.4,5.2,33.57,4.15,0,,0.0,0,1
ORD-05498,Reno DC,Standard,6,1.8,6.4,130.89,11.09,0,,0.0,0,0
ORD-05499,Newark DC,Freight,7,2.1,7.5,23.16,2.85,1,Color mismatch,75.28,0,0
ORD-05500,Chicago DC,Express,2,1.0,1.0,114.24,8.13,0,,0.0,0,1
ORD-05501,Dallas DC,Standard,6,1.4,5.9,12.19,2.31,0,,0.0,0,1
ORD-05502,Chicago DC,Standard,4,1.7,2.5,69.1,8.2,0,,0.0,0,1
ORD-05503,Reno DC,Standard,6,1.8,5.3,86.55,6.37,0,,0.0,0,1
ORD-05504,Chicago DC,Express,2,2.1,1.0,11.88,2.28,0,,0.0,0,1
ORD-05505,Reno DC,Standard,6,1.4,5.8,52.91,6.94,0,,0.0,0,1
ORD-05506,Dallas DC,Standard,6,1.7,5.0,11.55,2.43,0,,0.0,0,1
ORD-05507,Chicago DC,Standard,4,1.7,3.3,9.77,2.38,0,,0.0,0,1
ORD-05508,Atlanta DC,Standard,5,1.8,5.6,21.79,3.26,0,,0.0,0,0
ORD-05509,Dallas DC,Freight,8,1.4,7.1,69.62,5.4,0,,0.0,0,1
ORD-05510,Reno DC,Freight,8,2.0,7.4,33.41,3.59,0,,0.0,0,1
ORD-05511,Newark DC,Standard,5,1.4,4.9,21.01,3.15,0,,0.0,0,1
ORD-05512,Chicago DC,Standard,4,1.2,2.5,13.84,2.53,0,,0.0,0,1
ORD-05513,Newark DC,Standard,5,1.8,6.3,22.74,3.07,0,,0.0,0,0
ORD-05514,Dallas DC,Standard,6,1.9,4.5,13.58,2.58,0,,0.0,0,1
ORD-05515,Atlanta DC,Standard,5,1.7,3.6,15.63,2.1,0,,0.0,0,1
ORD-05516,Newark DC,Standard,5,1.6,5.0,18.18,3.02,0,,0.0,0,1
ORD-05517,Chicago DC,Standard,4,1.5,4.9,18.46,3.17,1,Damaged in transit,787.54,0,0
ORD-05518,Atlanta DC,Freight,7,1.7,7.2,32.85,3.66,0,,0.0,0,0
ORD-05519,Chicago DC,Standard,4,3.0,4.6,20.99,6.4,0,,0.0,1,0
ORD-05520,Newark DC,Standard,5,1.3,3.5,16.07,3.04,0,,0.0,0,1
ORD-05521,Atlanta DC,Standard,5,1.8,4.0,11.5,2.44,0,,0.0,0,1
ORD-05522,Dallas DC,Freight,8,3.1,9.1,31.33,6.02,0,,0.0,1,0
ORD-05523,Chicago DC,Standard,4,1.6,3.0,37.81,6.56,0,,0.0,0,1
ORD-05524,Atlanta DC,Standard,5,1.2,4.2,9.86,2.21,0,,0.0,0,1
ORD-05525,Chicago DC,Standard,4,1.5,4.9,44.77,5.32,0,,0.0,0,0
ORD-05526,Newark DC,Standard,5,1.2,4.8,12.12,2.65,0,,0.0,0,1
ORD-05527,Chicago DC,Express,2,1.7,1.5,33.23,4.09,0,,0.0,0,1
ORD-05528,Reno DC,Express,4,1.4,3.2,22.28,2.63,0,,0.0,0,1
ORD-05529,Reno DC,Standard,6,2.1,6.7,50.45,6.5,0,,0.0,0,0
ORD-05530,Newark DC,Express,3,3.3,4.4,32.08,6.72,0,,0.0,1,0
ORD-05531,Dallas DC,Standard,6,1.1,5.2,14.91,2.6,0,,0.0,0,1
ORD-05532,Chicago DC,Freight,6,2.0,4.5,19.57,2.49,0,,0.0,0,1
ORD-05533,Newark DC,Standard,5,1.2,3.5,14.46,2.79,0,,0.0,0,1
ORD-05534,Newark DC,Standard,5,1.8,4.4,13.69,2.61,0,,0.0,0,1
ORD-05535,Atlanta DC,Standard,5,1.0,4.3,49.58,5.34,0,,0.0,0,1
ORD-05536,Newark DC,Express,3,1.1,1.5,37.84,3.65,0,,0.0,0,1
ORD-05537,Reno DC,Standard,6,1.8,5.4,15.89,2.35,0,,0.0,0,1
ORD-05538,Newark DC,Standard,5,1.8,4.1,15.06,2.56,0,,0.0,0,1
ORD-05539,Reno DC,Standard,6,1.8,4.5,22.69,3.19,0,,0.0,0,1
ORD-05540,Atlanta DC,Freight,7,2.2,6.8,38.02,3.76,0,,0.0,0,1
ORD-05541,Reno DC,Standard,6,1.5,4.8,82.87,7.87,0,,0.0,0,1
ORD-05542,Reno DC,Standard,6,1.6,5.1,20.2,3.16,0,,0.0,0,1
ORD-05543,Reno DC,Freight,8,1.9,7.7,78.34,4.94,0,,0.0,0,1
ORD-05544,Dallas DC,Standard,6,2.4,7.2,29.85,3.43,0,,0.0,0,0
ORD-05545,Newark DC,Freight,7,1.9,8.0,67.27,6.07,1,Damaged in transit,169.3,0,0
ORD-05546,Dallas DC,Standard,6,1.2,4.5,209.34,17.0,0,,0.0,0,1
ORD-05547,Chicago DC,Standard,4,1.3,4.0,72.4,8.35,0,,0.0,0,1
ORD-05548,Reno DC,Standard,6,1.8,8.7,20.49,3.14,0,,0.0,0,0
ORD-05549,Chicago DC,Freight,6,1.9,4.5,41.91,4.95,0,,0.0,0,1
ORD-05550,Atlanta DC,Standard,5,1.3,4.0,25.61,3.8,0,,0.0,0,1
ORD-05551,Chicago DC,Express,2,1.4,1.4,45.35,5.85,0,,0.0,0,1
ORD-05552,Reno DC,Standard,6,2.1,4.8,23.55,3.08,0,,0.0,0,1
ORD-05553,Dallas DC,Freight,8,1.6,8.4,37.19,3.41,0,,0.0,0,0
ORD-05554,Chicago DC,Standard,4,1.9,2.5,21.02,3.69,0,,0.0,0,1
ORD-05555,Reno DC,Standard,6,1.3,5.1,25.74,2.95,1,Size mismatch,74.1,0,1
ORD-05556,Reno DC,Standard,6,2.0,4.5,17.49,3.3,0,,0.0,0,1
ORD-05557,Chicago DC,Standard,4,2.0,4.2,22.19,3.03,0,,0.0,0,0
ORD-05558,Newark DC,Standard,5,1.7,3.5,154.29,15.26,0,,0.0,0,1
ORD-05559,Newark DC,Standard,5,1.2,5.3,41.54,4.79,0,,0.0,0,0
ORD-05560,Dallas DC,Standard,6,1.1,4.8,49.66,4.99,1,Style preference,413.99,0,1
ORD-05561,Atlanta DC,Express,3,1.2,1.5,20.82,2.62,0,,0.0,0,1
ORD-05562,Reno DC,Freight,8,1.2,7.6,41.0,3.11,0,,0.0,0,1
ORD-05563,Chicago DC,Freight,6,1.4,6.2,22.21,2.92,0,,0.0,0,0
ORD-05564,Chicago DC,Standard,4,1.3,4.7,12.7,2.04,0,,0.0,0,0
ORD-05565,Newark DC,Express,3,1.3,2.9,15.63,2.14,0,,0.0,0,1
ORD-05566,Dallas DC,Standard,6,1.4,4.5,40.87,4.96,0,,0.0,0,1
ORD-05567,Dallas DC,Standard,6,1.6,7.3,25.58,3.22,0,,0.0,0,0
ORD-05568,Atlanta DC,Freight,7,1.8,8.0,21.09,2.39,0,,0.0,0,0
ORD-05569,Atlanta DC,Standard,5,2.3,6.0,31.85,3.9,0,,0.0,0,0
ORD-05570,Atlanta DC,Standard,5,1.5,4.9,11.82,2.28,0,,0.0,0,1
ORD-05571,Atlanta DC,Freight,7,1.6,5.5,22.65,2.58,1,Assembly issue,132.76,0,1
ORD-05572,Newark DC,Express,3,1.7,3.1,34.32,3.83,0,,0.0,0,0
ORD-05573,Newark DC,Standard,5,1.2,3.5,165.26,14.42,0,,0.0,0,1
ORD-05574,Dallas DC,Standard,6,1.1,4.9,21.6,3.01,0,,0.0,0,1
ORD-05575,Newark DC,Freight,7,3.9,8.7,33.9,6.28,0,,0.0,1,0
ORD-05576,Newark DC,Standard,5,2.0,4.4,9.82,2.37,0,,0.0,0,1
ORD-05577,Chicago DC,Standard,4,1.7,3.5,15.12,2.68,0,,0.0,0,1
ORD-05578,Reno DC,Express,4,2.0,4.0,41.8,3.83,0,,0.0,0,1
ORD-05579,Atlanta DC,Standard,5,1.6,5.0,37.1,4.18,0,,0.0,0,1
ORD-05580,Reno DC,Standard,6,1.5,5.8,11.71,2.19,0,,0.0,0,1
ORD-05581,Dallas DC,Standard,6,1.5,4.5,40.04,5.71,0,,0.0,0,1
ORD-05582,Atlanta DC,Express,3,1.7,2.1,11.63,2.13,0,,0.0,0,1
ORD-05583,Reno DC,Freight,8,1.5,7.3,88.43,5.0,0,,0.0,0,1
ORD-05584,Dallas DC,Freight,8,1.6,7.7,16.23,2.41,0,,0.0,0,1
ORD-05585,Newark DC,Standard,5,2.0,6.0,19.4,2.71,0,,0.0,0,0
ORD-05586,Dallas DC,Standard,6,1.1,4.9,86.27,8.1,0,,0.0,0,1
ORD-05587,Chicago DC,Standard,4,1.0,3.5,10.67,2.33,0,,0.0,0,1
ORD-05588,Reno DC,Freight,8,2.1,6.5,84.15,7.62,0,,0.0,0,1
ORD-05589,Atlanta DC,Standard,5,2.4,3.5,19.62,3.12,1,Setup difficulty,225.64,0,1
ORD-05590,Newark DC,Standard,5,1.5,5.0,14.03,2.67,0,,0.0,0,1
ORD-05591,Chicago DC,Standard,4,1.8,3.5,20.32,3.08,0,,0.0,0,1
ORD-05592,Newark DC,Freight,7,2.1,6.7,19.98,2.48,0,,0.0,0,1
ORD-05593,Newark DC,Freight,7,1.9,7.3,30.64,3.16,0,,0.0,0,0
ORD-05594,Atlanta DC,Standard,5,2.2,5.8,9.86,2.23,0,,0.0,0,0
ORD-05595,Reno DC,Freight,8,2.3,7.1,37.35,3.64,0,,0.0,0,1
ORD-05596,Chicago DC,Express,2,1.7,1.6,14.86,2.53,0,,0.0,0,1
ORD-05597,Reno DC,Freight,8,2.1,7.8,45.98,4.81,0,,0.0,0,1
ORD-05598,Chicago DC,Express,2,1.0,1.5,23.97,3.16,1,Incorrect item,62.67,0,1
ORD-05599,Chicago DC,Express,2,1.7,1.0,84.01,6.31,0,,0.0,0,1
ORD-05600,Chicago DC,Standard,4,1.4,3.0,24.06,4.33,0,,0.0,0,1
ORD-05601,Atlanta DC,Standard,5,1.4,4.8,28.64,3.88,0,,0.0,0,1
ORD-05602,Newark DC,Express,3,1.5,2.4,27.65,2.91,0,,0.0,0,1
ORD-05603,Dallas DC,Freight,8,2.9,8.5,19.53,2.35,0,,0.0,0,0
ORD-05604,Atlanta DC,Freight,7,1.7,5.5,20.75,2.53,0,,0.0,0,1
ORD-05605,Atlanta DC,Standard,5,2.0,5.3,18.58,3.04,0,,0.0,0,0
ORD-05606,Chicago DC,Standard,4,1.5,3.2,93.88,9.96,0,,0.0,0,1
ORD-05607,Atlanta DC,Standard,5,1.1,3.8,9.39,2.11,0,,0.0,0,1
ORD-05608,Chicago DC,Express,2,2.0,1.0,58.87,7.31,0,,0.0,0,1
ORD-05609,Reno DC,Standard,6,3.3,7.1,44.86,9.15,0,,0.0,1,0
ORD-05610,Chicago DC,Freight,6,2.2,6.7,17.77,2.47,0,,0.0,0,0
ORD-05611,Dallas DC,Express,4,2.0,2.9,17.77,2.46,0,,0.0,0,1
ORD-05612,Dallas DC,Express,4,4.0,7.2,20.42,5.58,0,,0.0,1,0
ORD-05613,Dallas DC,Standard,6,1.3,4.5,163.14,15.9,0,,0.0,0,1
ORD-05614,Chicago DC,Freight,6,1.7,5.3,27.05,3.69,0,,0.0,0,1
ORD-05615,Newark DC,Standard,5,1.3,4.5,10.37,2.21,0,,0.0,0,1
ORD-05616,Newark DC,Express,3,2.0,2.3,14.94,2.34,0,,0.0,0,1
ORD-05617,Dallas DC,Standard,6,1.8,7.2,102.32,8.83,0,,0.0,0,0
ORD-05618,Chicago DC,Express,2,1.5,2.1,9.74,2.21,0,,0.0,0,0
ORD-05619,Dallas DC,Freight,8,2.6,9.2,25.48,2.64,0,,0.0,0,0
ORD-05620,Newark DC,Freight,7,2.0,6.4,34.32,3.49,0,,0.0,0,1
ORD-05621,Dallas DC,Standard,6,1.7,4.7,20.92,3.42,0,,0.0,0,1
ORD-05622,Newark DC,Standard,5,2.4,5.1,23.87,3.79,0,,0.0,0,0
ORD-05623,Reno DC,Standard,6,3.8,7.4,22.21,7.46,0,,0.0,1,0
ORD-05624,Chicago DC,Freight,6,1.6,4.5,31.88,4.16,0,,0.0,0,1
ORD-05625,Newark DC,Express,3,1.6,3.0,84.66,6.92,1,Damaged packaging,149.73,0,1
ORD-05626,Dallas DC,Express,4,1.6,4.5,20.55,2.43,0,,0.0,0,0
ORD-05627,Dallas DC,Standard,6,4.1,9.8,22.8,6.4,1,Late delivery,145.5,1,0
ORD-05628,Reno DC,Standard,6,1.7,4.5,57.62,4.7,1,Style preference,365.28,0,1
ORD-05629,Atlanta DC,Standard,5,2.1,5.4,30.08,3.29,0,,0.0,0,0
ORD-05630,Atlanta DC,Express,3,1.7,2.7,13.59,2.42,0,,0.0,0,1
ORD-05631,Atlanta DC,Freight,7,4.2,8.4,16.83,5.69,0,,0.0,1,0
ORD-05632,Chicago DC,Express,2,1.0,1.8,49.78,4.57,0,,0.0,0,1
ORD-05633,Chicago DC,Express,2,1.8,1.8,16.84,2.75,0,,0.0,0,1
ORD-05634,Newark DC,Standard,5,1.9,4.8,23.36,3.18,0,,0.0,0,1
ORD-05635,Newark DC,Standard,5,1.9,3.7,9.68,2.43,0,,0.0,0,1
ORD-05636,Atlanta DC,Standard,5,1.3,5.4,75.74,7.69,0,,0.0,0,0
ORD-05637,Newark DC,Freight,7,2.0,5.8,18.88,2.3,0,,0.0,0,1
ORD-05638,Dallas DC,Freight,8,1.4,6.5,31.55,3.44,0,,0.0,0,1
ORD-05639,Atlanta DC,Standard,5,1.7,4.8,7.99,2.04,0,,0.0,0,1
ORD-05640,Atlanta DC,Standard,5,1.5,4.9,85.44,8.86,0,,0.0,0,1
ORD-05641,Reno DC,Freight,8,1.9,7.6,15.41,2.53,0,,0.0,0,1
ORD-05642,Dallas DC,Freight,8,2.6,7.7,30.52,2.69,1,Color mismatch,91.19,0,1
ORD-05643,Reno DC,Standard,6,1.7,4.5,44.34,4.77,0,,0.0,0,1
ORD-05644,Atlanta DC,Standard,5,1.7,4.4,14.63,2.71,0,,0.0,0,1
ORD-05645,Atlanta DC,Standard,5,1.3,3.5,45.4,6.43,0,,0.0,0,1
ORD-05646,Atlanta DC,Express,3,1.5,2.8,87.72,6.18,0,,0.0,0,1
ORD-05647,Atlanta DC,Express,3,2.2,3.6,20.55,2.52,0,,0.0,0,0
ORD-05648,Newark DC,Standard,5,1.3,4.8,30.09,4.2,0,,0.0,0,1
ORD-05649,Dallas DC,Standard,6,1.5,6.0,19.73,2.79,0,,0.0,0,1
ORD-05650,Dallas DC,Standard,6,1.2,5.1,70.56,6.7,0,,0.0,0,1
ORD-05651,Reno DC,Express,4,1.7,3.7,18.34,2.54,0,,0.0,0,1
ORD-05652,Dallas DC,Standard,6,1.0,6.3,66.54,6.23,0,,0.0,0,0
ORD-05653,Newark DC,Standard,5,1.7,3.5,17.68,2.72,0,,0.0,0,1
ORD-05654,Chicago DC,Standard,4,1.5,3.2,53.34,5.67,0,,0.0,0,1
ORD-05655,Reno DC,Standard,6,1.3,4.8,18.35,2.82,0,,0.0,0,1
ORD-05656,Atlanta DC,Standard,5,2.0,5.3,13.53,2.28,0,,0.0,0,0
ORD-05657,Dallas DC,Freight,8,1.4,7.7,26.87,2.46,0,,0.0,0,1
ORD-05658,Reno DC,Freight,8,2.0,9.0,48.09,4.1,0,,0.0,0,0
ORD-05659,Dallas DC,Freight,8,1.4,7.5,62.67,4.97,0,,0.0,0,1
ORD-05660,Chicago DC,Standard,4,1.0,2.8,21.43,3.18,1,Size mismatch,178.35,0,1
ORD-05661,Chicago DC,Express,2,1.6,2.4,116.57,9.52,0,,0.0,0,0
ORD-05662,Newark DC,Standard,5,1.4,5.8,27.0,3.38,0,,0.0,0,0
ORD-05663,Atlanta DC,Express,3,1.2,3.8,33.38,3.61,0,,0.0,0,0
ORD-05664,Chicago DC,Standard,4,1.5,3.8,17.63,2.82,0,,0.0,0,1
ORD-05665,Chicago DC,Express,2,1.8,1.6,17.4,2.49,0,,0.0,0,1
ORD-05666,Reno DC,Standard,6,1.2,4.5,18.5,2.86,0,,0.0,0,1
ORD-05667,Reno DC,Freight,8,2.9,9.6,23.92,6.14,0,,0.0,1,0
ORD-05668,Chicago DC,Standard,4,2.3,2.7,17.78,3.86,0,,0.0,0,1
ORD-05669,Dallas DC,Freight,8,2.5,10.1,26.8,2.16,0,,0.0,0,0
ORD-05670,Newark DC,Standard,5,1.4,3.9,38.82,4.97,0,,0.0,0,1
ORD-05671,Reno DC,Express,4,1.7,2.5,18.11,2.44,0,,0.0,0,1
ORD-05672,Chicago DC,Freight,6,2.0,6.1,21.58,2.89,0,,0.0,0,0
ORD-05673,Atlanta DC,Standard,5,1.6,4.2,31.07,4.14,0,,0.0,0,1
ORD-05674,Atlanta DC,Express,3,2.3,2.8,41.84,3.43,0,,0.0,0,1
ORD-05675,Newark DC,Standard,5,1.5,6.4,17.52,2.26,0,,0.0,0,0
ORD-05676,Dallas DC,Standard,6,1.6,4.5,80.93,8.1,0,,0.0,0,1
ORD-05677,Atlanta DC,Standard,5,1.6,4.7,14.3,2.47,0,,0.0,0,1
ORD-05678,Dallas DC,Freight,8,2.0,8.6,75.68,6.29,0,,0.0,0,0
ORD-05679,Newark DC,Standard,5,1.6,4.8,37.08,4.38,0,,0.0,0,1
ORD-05680,Newark DC,Freight,7,1.7,5.9,16.23,2.34,0,,0.0,0,1
ORD-05681,Dallas DC,Standard,6,1.0,4.6,115.93,9.89,0,,0.0,0,1
ORD-05682,Dallas DC,Standard,6,1.6,6.0,20.3,2.9,0,,0.0,0,1
ORD-05683,Reno DC,Standard,6,1.6,4.7,14.73,2.5,0,,0.0,0,1
ORD-05684,Newark DC,Standard,5,1.1,5.6,14.57,2.79,0,,0.0,0,0
ORD-05685,Newark DC,Standard,5,1.5,4.7,9.3,2.03,0,,0.0,0,1
ORD-05686,Newark DC,Freight,7,1.3,6.2,34.03,3.79,0,,0.0,0,1
ORD-05687,Chicago DC,Standard,4,2.1,4.5,23.97,4.03,0,,0.0,0,0
ORD-05688,Chicago DC,Standard,4,1.9,2.6,9.66,2.38,0,,0.0,0,1
ORD-05689,Reno DC,Standard,6,1.5,6.5,20.54,2.74,0,,0.0,0,0
ORD-05690,Newark DC,Standard,5,1.6,6.6,23.64,4.09,0,,0.0,0,0
ORD-05691,Chicago DC,Express,2,1.1,1.7,114.29,8.38,0,,0.0,0,1
ORD-05692,Newark DC,Standard,5,1.3,3.5,10.62,1.96,0,,0.0,0,1
ORD-05693,Dallas DC,Express,4,2.1,2.5,15.2,2.14,1,Damaged in transit,63.74,0,1
ORD-05694,Reno DC,Standard,6,1.7,6.6,12.7,2.38,0,,0.0,0,0
ORD-05695,Chicago DC,Standard,4,1.2,3.2,76.66,8.2,0,,0.0,0,1
ORD-05696,Newark DC,Standard,5,1.1,3.5,69.2,7.68,0,,0.0,0,1
ORD-05697,Newark DC,Standard,5,1.6,4.1,23.46,4.24,0,,0.0,0,1
ORD-05698,Reno DC,Standard,6,1.7,4.9,17.91,2.57,0,,0.0,0,1
ORD-05699,Chicago DC,Standard,4,1.4,4.6,9.05,2.08,0,,0.0,0,0
ORD-05700,Dallas DC,Standard,6,1.9,6.0,11.3,2.33,0,,0.0,0,1
ORD-05701,Reno DC,Standard,6,1.4,4.8,27.21,3.54,0,,0.0,0,1
ORD-05702,Dallas DC,Express,4,2.4,4.9,17.54,5.44,0,,0.0,1,0
ORD-05703,Atlanta DC,Standard,5,1.4,5.2,60.19,6.58,0,,0.0,0,0
ORD-05704,Dallas DC,Standard,6,1.4,5.8,21.15,2.58,0,,0.0,0,1
ORD-05705,Reno DC,Freight,8,1.4,6.5,199.81,11.55,0,,0.0,0,1
ORD-05706,Reno DC,Express,4,1.9,2.5,36.41,3.53,0,,0.0,0,1
ORD-05707,Reno DC,Standard,6,1.2,5.9,27.0,3.92,0,,0.0,0,1
ORD-05708,Newark DC,Express,3,1.5,2.1,22.82,2.33,0,,0.0,0,1
ORD-05709,Dallas DC,Freight,8,1.4,8.1,32.96,3.55,0,,0.0,0,0
ORD-05710,Newark DC,Express,3,1.9,3.4,17.43,2.6,0,,0.0,0,0
ORD-05711,Atlanta DC,Standard,5,1.7,4.2,116.52,10.12,0,,0.0,0,1
ORD-05712,Reno DC,Express,4,3.6,6.1,20.97,5.66,0,,0.0,1,0
ORD-05713,Chicago DC,Express,2,1.2,2.7,14.83,2.51,0,,0.0,0,0
ORD-05714,Newark DC,Standard,5,1.6,4.4,31.45,3.83,0,,0.0,0,1
ORD-05715,Newark DC,Express,3,1.5,1.5,54.83,4.79,0,,0.0,0,1
ORD-05716,Dallas DC,Express,4,1.6,3.9,23.05,2.57,0,,0.0,0,1
ORD-05717,Reno DC,Freight,8,1.8,7.0,28.38,3.08,0,,0.0,0,1
ORD-05718,Reno DC,Freight,8,2.0,7.0,19.75,2.52,0,,0.0,0,1
ORD-05719,Newark DC,Standard,5,1.6,6.9,38.05,4.57,0,,0.0,0,0
ORD-05720,Chicago DC,Standard,4,1.9,3.8,18.11,2.76,0,,0.0,0,1
ORD-05721,Dallas DC,Freight,8,4.2,10.9,34.43,6.15,0,,0.0,1,0
ORD-05722,Dallas DC,Freight,8,2.1,8.2,57.7,4.56,0,,0.0,0,0
ORD-05723,Newark DC,Standard,5,1.9,5.9,67.93,6.03,0,,0.0,0,0
ORD-05724,Reno DC,Standard,6,2.0,4.5,19.89,2.78,0,,0.0,0,1
ORD-05725,Chicago DC,Standard,4,1.7,3.1,14.77,3.22,0,,0.0,0,1
ORD-05726,Reno DC,Express,4,1.8,3.8,21.88,2.41,0,,0.0,0,1
ORD-05727,Newark DC,Standard,5,2.0,4.8,12.47,2.26,0,,0.0,0,1
ORD-05728,Dallas DC,Standard,6,1.7,5.7,18.67,3.29,0,,0.0,0,1
ORD-05729,Newark DC,Standard,5,1.1,4.5,38.18,4.73,0,,0.0,0,1
ORD-05730,Newark DC,Standard,5,1.4,3.5,65.6,7.03,0,,0.0,0,1
ORD-05731,Chicago DC,Standard,4,1.6,3.2,49.9,5.95,0,,0.0,0,1
ORD-05732,Chicago DC,Standard,4,1.2,2.7,16.06,2.62,0,,0.0,0,1
ORD-05733,Atlanta DC,Express,3,1.7,1.5,32.23,3.45,0,,0.0,0,1
ORD-05734,Newark DC,Freight,7,1.8,7.1,27.4,2.98,0,,0.0,0,0
ORD-05735,Reno DC,Standard,6,1.1,5.8,41.38,4.55,0,,0.0,0,1
ORD-05736,Newark DC,Standard,5,3.5,7.3,43.1,7.4,0,,0.0,1,0
ORD-05737,Reno DC,Freight,8,1.9,7.6,50.47,4.64,0,,0.0,0,1
ORD-05738,Newark DC,Freight,7,2.5,6.2,29.74,3.54,0,,0.0,0,1
ORD-05739,Atlanta DC,Standard,5,1.4,5.2,31.61,3.81,0,,0.0,0,0
ORD-05740,Newark DC,Express,3,1.7,4.3,39.98,3.47,0,,0.0,0,0
ORD-05741,Atlanta DC,Express,3,2.1,3.8,13.77,1.94,0,,0.0,0,0
ORD-05742,Newark DC,Freight,7,1.5,5.5,160.3,10.32,0,,0.0,0,1
ORD-05743,Chicago DC,Standard,4,1.0,4.2,60.01,6.16,0,,0.0,0,0
ORD-05744,Newark DC,Express,3,1.2,1.5,196.62,13.87,0,,0.0,0,1
ORD-05745,Newark DC,Standard,5,1.3,5.4,42.03,5.29,0,,0.0,0,0
ORD-05746,Newark DC,Standard,5,1.5,6.1,17.06,3.27,0,,0.0,0,0
ORD-05747,Reno DC,Standard,6,1.8,5.7,17.83,2.51,0,,0.0,0,1
ORD-05748,Chicago DC,Freight,6,2.0,5.5,15.11,2.29,0,,0.0,0,1
ORD-05749,Newark DC,Express,3,1.5,1.5,14.21,2.36,0,,0.0,0,1
ORD-05750,Newark DC,Express,3,1.5,2.4,30.58,3.19,0,,0.0,0,1
ORD-05751,Newark DC,Freight,7,2.1,7.2,71.18,5.85,0,,0.0,0,0
ORD-05752,Dallas DC,Standard,6,1.5,4.5,17.12,2.97,0,,0.0,0,1
ORD-05753,Reno DC,Express,4,2.0,3.2,30.13,3.25,0,,0.0,0,1
ORD-05754,Atlanta DC,Standard,5,2.4,4.4,16.36,2.52,0,,0.0,0,1
ORD-05755,Atlanta DC,Freight,7,1.7,8.4,45.94,4.39,0,,0.0,0,0
ORD-05756,Atlanta DC,Freight,7,1.8,6.2,44.5,4.32,0,,0.0,0,1
ORD-05757,Chicago DC,Standard,4,1.6,4.1,24.8,3.35,0,,0.0,0,0
ORD-05758,Newark DC,Standard,5,1.4,3.7,65.0,6.16,0,,0.0,0,1
ORD-05759,Chicago DC,Standard,4,1.3,3.0,95.34,10.36,0,,0.0,0,1
ORD-05760,Newark DC,Standard,5,1.0,3.6,31.41,3.73,1,Size mismatch,473.38,0,1
ORD-05761,Newark DC,Standard,5,1.0,4.6,22.16,2.98,0,,0.0,0,1
ORD-05762,Atlanta DC,Standard,5,1.4,3.5,34.17,3.88,0,,0.0,0,1
ORD-05763,Newark DC,Standard,5,1.9,3.5,24.29,4.01,0,,0.0,0,1
ORD-05764,Newark DC,Express,3,1.7,1.9,82.45,6.5,0,,0.0,0,1
ORD-05765,Dallas DC,Freight,8,1.8,8.3,21.05,2.79,0,,0.0,0,0
ORD-05766,Newark DC,Express,3,1.4,1.5,17.12,2.45,0,,0.0,0,1
ORD-05767,Atlanta DC,Standard,5,1.5,3.7,23.86,3.63,0,,0.0,0,1
ORD-05768,Chicago DC,Express,2,1.4,2.1,20.41,2.92,0,,0.0,0,0
ORD-05769,Newark DC,Standard,5,1.5,4.5,23.78,3.24,0,,0.0,0,1
ORD-05770,Newark DC,Standard,5,1.5,4.5,17.76,2.55,0,,0.0,0,1
