order_id,order_date,region,state,customer_segment,sales_channel,product_category,product_subcategory,product_name,units,unit_price,discount_pct,cogs_per_unit
ORD-02808,2025-02-09,Northeast,Massachusetts,Consumer,Retail,Office Supplies,Writing,Notebook Set,14,26.0,0.0904,10.92
ORD-02809,2025-06-29,West,Colorado,Enterprise,Direct Sales,Industrial,Maintenance,Lubricant Kit,10,70.78,0.0766,42.96
ORD-02810,2025-08-25,Southwest,Texas,Enterprise,Direct Sales,Electronics,Networking,Secure Gateway,10,424.9,0.0928,289.33
ORD-02811,2024-04-24,Northeast,Massachusetts,Enterprise,Distributor,Furniture,Storage,Wall Storage,2,312.26,0.114,183.9
ORD-02812,2025-09-26,Southwest,Arizona,SMB,Distributor,Industrial,Components,Hydraulic Valve,17,305.36,0.0948,149.01
ORD-02813,2025-03-31,Midwest,Ohio,Consumer,Retail,Industrial,Tools,Inspection Kit,3,133.84,0.0721,67.88
ORD-02814,2024-12-19,Southeast,Georgia,Consumer,Retail,Industrial,Maintenance,Lubricant Kit,4,71.3,0.1129,35.73
ORD-02815,2025-09-02,Northeast,Pennsylvania,Consumer,Online,Office Supplies,Writing,Marker Kit,8,26.09,0.0941,14.21
ORD-02816,2025-12-07,Southwest,Arizona,Consumer,Online,Electronics,Tablets,Orbit Tablet,2,677.95,0.149,460.1
ORD-02817,2024-06-01,Southeast,Florida,Consumer,Retail,Electronics,Tablets,FieldTab Pro,2,746.54,0.1674,477.94
ORD-02818,2024-01-28,West,Colorado,Consumer,Retail,Apparel,Uniforms,Service Polo,4,34.66,0.1415,15.71
ORD-02819,2024-02-18,Northeast,Massachusetts,SMB,Online,Electronics,Accessories,Dock Station,5,152.52,0.1067,95.51
ORD-02820,2024-01-28,Midwest,Ohio,SMB,Distributor,Office Supplies,Paper,Premium Paper Box,39,48.51,0.0765,25.01
ORD-02821,2025-05-08,West,California,SMB,Retail,Furniture,Chairs,Summit Chair,5,351.41,0.1258,197.19
ORD-02822,2025-08-20,Midwest,Michigan,SMB,Distributor,Office Supplies,Writing,Notebook Set,76,26.13,0.0793,14.06
ORD-02823,2025-07-26,Southeast,Florida,Consumer,Distributor,Electronics,Networking,Secure Gateway,1,388.68,0.1905,254.72
ORD-02824,2024-03-12,West,California,Enterprise,Distributor,Furniture,Storage,Filing Cabinet,7,241.69,0.1176,152.29
ORD-02825,2025-11-10,Southeast,Georgia,Consumer,Online,Electronics,Tablets,FieldTab Pro,1,689.41,0.1942,475.84
ORD-02826,2025-07-12,Southwest,Arizona,SMB,Direct Sales,Electronics,Networking,Mesh Router,5,256.09,0.0914,180.15
ORD-02827,2024-01-13,Southeast,North Carolina,SMB,Online,Electronics,Networking,Mesh Router,2,235.35,0.1708,160.33
ORD-02828,2025-09-15,Southwest,New Mexico,Consumer,Online,Electronics,Accessories,Pro Headset,4,193.47,0.1377,136.16
ORD-02829,2025-12-16,Northeast,Massachusetts,Consumer,Online,Apparel,Uniforms,Team Hoodie,9,55.68,0.1313,25.43
ORD-02830,2025-07-14,Southwest,Arizona,Consumer,Online,Apparel,Uniforms,Shift Uniform,12,50.05,0.122,22.04
ORD-02831,2025-03-03,Northeast,Pennsylvania,SMB,Distributor,Industrial,Maintenance,Filter Module,15,141.71,0.106,73.66
ORD-02832,2025-05-23,Northeast,New York,Consumer,Online,Industrial,Maintenance,Seal Pack,4,62.13,0.1239,36.83
ORD-02833,2025-07-20,Southeast,Georgia,SMB,Direct Sales,Industrial,Tools,Inspection Kit,15,151.05,0.0782,89.96
ORD-02834,2025-10-10,Southeast,Georgia,SMB,Distributor,Office Supplies,Ink,Toner Cartridge,22,82.48,0.0827,36.14
ORD-02835,2024-04-02,Southeast,North Carolina,SMB,Distributor,Apparel,Uniforms,Team Hoodie,34,57.47,0.1039,25.7
ORD-02836,2024-02-09,Midwest,Illinois,SMB,Distributor,Industrial,Components,Drive Assembly,14,385.57,0.0841,194.42
ORD-02837,2025-01-27,West,California,SMB,Retail,Office Supplies,Organizers,Desk Organizer,70,33.98,0.0801,18.18
ORD-02838,2024-07-17,Southeast,North Carolina,SMB,Retail,Industrial,Tools,Diagnostic Meter,18,265.24,0.0935,133.18
ORD-02839,2024-03-15,Northeast,Pennsylvania,Consumer,Retail,Electronics,Networking,Secure Gateway,3,408.53,0.1364,266.36
ORD-02840,2024-02-21,Northeast,Massachusetts,SMB,Distributor,Furniture,Desks,Studio Desk,3,453.79,0.1145,292.0
ORD-02841,2024-10-31,Southeast,North Carolina,SMB,Retail,Electronics,Tablets,Astra Tablet,3,533.73,0.1564,376.64
ORD-02842,2025-11-08,Southwest,New Mexico,Consumer,Retail,Office Supplies,Ink,Black Ink Set,7,41.5,0.0945,17.93
ORD-02843,2025-11-21,Southwest,Texas,SMB,Distributor,Furniture,Storage,Filing Cabinet,2,239.03,0.1572,138.55
ORD-02844,2025-01-07,Northeast,Pennsylvania,SMB,Distributor,Industrial,Components,Bearing Set,9,99.43,0.0959,48.73
ORD-02845,2025-04-24,Midwest,Ohio,Enterprise,Direct Sales,Industrial,Tools,Inspection Kit,18,149.53,0.0563,86.53
ORD-02846,2025-11-22,West,Colorado,SMB,Online,Office Supplies,Ink,Black Ink Set,25,37.64,0.1005,18.27
ORD-02847,2024-04-27,Midwest,Michigan,Consumer,Online,Office Supplies,Paper,Premium Paper Box,15,53.71,0.0926,27.38
ORD-02848,2024-03-03,Southwest,Texas,Enterprise,Distributor,Office Supplies,Organizers,Archive Bin,64,51.67,0.0797,22.62
ORD-02849,2024-02-25,Northeast,Pennsylvania,Consumer,Retail,Office Supplies,Ink,Black Ink Set,10,36.77,0.0753,19.54
ORD-02850,2024-05-17,Northeast,Pennsylvania,SMB,Direct Sales,Office Supplies,Organizers,Desk Organizer,82,30.52,0.0781,12.98
ORD-02851,2024-10-13,Southeast,North Carolina,SMB,Distributor,Electronics,Laptops,Apex Workstation,1,1366.04,0.1534,997.33
ORD-02852,2024-06-07,West,Colorado,SMB,Direct Sales,Industrial,Components,Bearing Set,14,94.25,0.0795,45.58
ORD-02853,2025-08-12,West,Colorado,Consumer,Distributor,Office Supplies,Paper,Recycled Paper Pack,19,20.81,0.0876,11.62
ORD-02854,2024-10-26,Northeast,New York,Enterprise,Direct Sales,Office Supplies,Paper,Recycled Paper Pack,46,23.54,0.0456,12.19
ORD-02855,2024-03-09,Southwest,Texas,SMB,Direct Sales,Industrial,Maintenance,Filter Module,8,126.9,0.0845,65.02
ORD-02856,2024-02-11,Southeast,Florida,SMB,Distributor,Office Supplies,Paper,Recycled Paper Pack,87,20.27,0.0922,9.78
ORD-02857,2025-06-26,Southwest,Texas,Consumer,Retail,Furniture,Storage,Filing Cabinet,1,260.34,0.1647,155.42
ORD-02858,2024-09-15,Southeast,Florida,SMB,Online,Apparel,Uniforms,Service Polo,41,33.2,0.1236,15.31
ORD-02859,2025-11-11,Midwest,Michigan,Enterprise,Distributor,Furniture,Storage,Mobile Pedestal,6,179.64,0.1252,105.56
ORD-02860,2025-07-14,Northeast,Massachusetts,Consumer,Online,Apparel,Uniforms,Service Polo,17,32.46,0.1342,14.62
ORD-02861,2025-05-06,Southeast,Georgia,Consumer,Online,Furniture,Desks,Studio Desk,3,411.84,0.1591,266.08
ORD-02862,2025-08-12,West,California,SMB,Retail,Apparel,Uniforms,Team Hoodie,6,54.56,0.1196,25.07
ORD-02863,2024-05-02,Midwest,Illinois,Consumer,Retail,Furniture,Desks,Lift Desk,1,720.19,0.1207,434.62
ORD-02864,2025-01-04,West,California,Enterprise,Online,Electronics,Accessories,Conference Cam,11,207.29,0.1081,129.49
ORD-02865,2025-05-23,West,Washington,Enterprise,Direct Sales,Office Supplies,Ink,Toner Cartridge,83,90.22,0.0701,44.42
ORD-02866,2024-06-15,Midwest,Illinois,Consumer,Online,Industrial,Maintenance,Seal Pack,3,61.1,0.1008,36.06
ORD-02867,2025-02-10,Midwest,Illinois,Consumer,Online,Industrial,Tools,Inspection Kit,6,149.86,0.0947,71.31
ORD-02868,2024-06-17,Southwest,New Mexico,Enterprise,Distributor,Furniture,Chairs,Task Stool,8,189.49,0.1574,126.22
ORD-02869,2025-12-07,Southeast,Georgia,Enterprise,Retail,Industrial,Maintenance,Lubricant Kit,20,78.99,0.0714,45.04
ORD-02870,2024-12-29,Southeast,Florida,SMB,Distributor,Apparel,Branded Gear,Event Tee,17,21.12,0.1044,10.05
ORD-02871,2025-08-10,Northeast,New York,SMB,Online,Apparel,Safety Wear,Safety Vest,45,24.0,0.122,10.15
ORD-02872,2025-04-14,Midwest,Michigan,Enterprise,Direct Sales,Industrial,Components,Drive Assembly,12,391.77,0.0687,201.36
ORD-02873,2024-07-31,Southeast,Florida,Consumer,Online,Electronics,Laptops,ThinkCore Laptop,4,1044.88,0.1745,685.74
ORD-02874,2024-01-13,Southwest,Texas,SMB,Online,Electronics,Accessories,Conference Cam,2,213.44,0.127,137.06
ORD-02875,2024-08-29,Southwest,Arizona,Consumer,Retail,Electronics,Laptops,ThinkCore Laptop,2,967.53,0.1172,624.37
ORD-02876,2024-11-10,Southwest,New Mexico,Consumer,Distributor,Electronics,Tablets,Astra Tablet,1,596.92,0.1362,370.57
ORD-02877,2025-09-11,Southwest,Arizona,SMB,Distributor,Furniture,Desks,Lift Desk,6,668.6,0.1708,447.11
ORD-02878,2025-12-15,Southeast,Florida,Consumer,Online,Office Supplies,Paper,Premium Paper Box,5,52.36,0.0949,27.11
ORD-02879,2024-06-27,Northeast,Pennsylvania,Enterprise,Online,Industrial,Tools,Inspection Kit,23,142.6,0.0908,77.54
ORD-02880,2025-10-14,Northeast,Pennsylvania,SMB,Online,Electronics,Accessories,Conference Cam,6,201.1,0.131,137.77
ORD-02881,2024-05-02,Southeast,Florida,Enterprise,Online,Industrial,Components,Hydraulic Valve,21,322.8,0.1067,165.58
ORD-02882,2025-01-06,Southwest,New Mexico,Consumer,Online,Electronics,Tablets,Orbit Tablet,4,627.04,0.1346,429.6
ORD-02883,2024-12-06,Southeast,Florida,Consumer,Retail,Office Supplies,Ink,Toner Cartridge,17,82.48,0.0945,44.29
ORD-02884,2025-06-22,Southeast,Georgia,Enterprise,Direct Sales,Industrial,Components,Drive Assembly,19,427.13,0.0687,221.52
ORD-02885,2024-01-30,Southeast,Georgia,Consumer,Retail,Apparel,Branded Gear,Embroidered Cap,14,16.65,0.1108,7.94
ORD-02886,2024-11-26,Midwest,Illinois,SMB,Online,Industrial,Components,Drive Assembly,12,391.37,0.095,224.16
ORD-02887,2024-05-07,Northeast,New York,SMB,Online,Electronics,Laptops,Nimbus Laptop,8,1179.73,0.1285,792.18
ORD-02888,2025-03-16,Midwest,Michigan,Enterprise,Direct Sales,Furniture,Chairs,Summit Chair,4,333.3,0.1113,188.99
ORD-02889,2025-01-03,Southeast,North Carolina,SMB,Distributor,Electronics,Networking,Smart Switch,4,313.95,0.1585,216.68
ORD-02890,2024-10-15,Midwest,Illinois,Enterprise,Direct Sales,Industrial,Tools,Torque Wrench,9,165.95,0.0724,90.47
ORD-02891,2025-01-07,Southeast,Florida,SMB,Online,Furniture,Storage,Wall Storage,6,358.55,0.1431,197.56
ORD-02892,2024-03-29,Northeast,New York,Consumer,Retail,Electronics,Accessories,Pro Headset,1,172.17,0.1196,116.18
ORD-02893,2024-08-07,Northeast,Massachusetts,Consumer,Online,Apparel,Uniforms,Service Polo,7,35.15,0.1223,14.2
ORD-02894,2024-02-01,West,California,Enterprise,Distributor,Electronics,Tablets,Astra Tablet,9,572.8,0.0958,409.99
ORD-02895,2024-05-12,Southwest,Arizona,Enterprise,Direct Sales,Office Supplies,Ink,Color Ink Set,52,55.04,0.0849,23.79
ORD-02896,2025-03-18,Midwest,Ohio,SMB,Retail,Electronics,Laptops,Apex Workstation,3,1325.38,0.1021,885.91
ORD-02897,2024-09-01,West,California,Enterprise,Online,Electronics,Accessories,Dock Station,5,155.71,0.1154,107.05
ORD-02898,2025-02-03,West,Colorado,Enterprise,Direct Sales,Furniture,Desks,Lift Desk,6,649.86,0.098,352.05
ORD-02899,2025-08-21,Southeast,North Carolina,Enterprise,Direct Sales,Office Supplies,Organizers,Archive Bin,24,48.55,0.0716,21.17
ORD-02900,2025-01-05,Midwest,Illinois,SMB,Direct Sales,Electronics,Laptops,Nimbus Laptop,4,1197.86,0.0983,737.79
ORD-02901,2025-12-26,Southeast,Georgia,SMB,Retail,Industrial,Tools,Diagnostic Meter,10,274.66,0.0808,134.42
ORD-02902,2024-12-27,Southeast,North Carolina,SMB,Online,Industrial,Maintenance,Seal Pack,11,54.97,0.1081,29.73
ORD-02903,2024-05-08,Midwest,Michigan,Enterprise,Online,Industrial,Maintenance,Seal Pack,26,61.77,0.0624,30.85
ORD-02904,2024-01-14,Southwest,New Mexico,Enterprise,Distributor,Furniture,Desks,Studio Desk,5,459.7,0.1609,290.04
ORD-02905,2024-04-17,Midwest,Ohio,Consumer,Distributor,Electronics,Accessories,Conference Cam,1,205.81,0.1422,141.26
ORD-02906,2025-07-13,Midwest,Illinois,Consumer,Online,Apparel,Branded Gear,Embroidered Cap,6,18.68,0.121,8.14
ORD-02907,2025-02-12,Midwest,Michigan,Enterprise,Direct Sales,Office Supplies,Paper,Copy Paper Pack,68,18.76,0.0781,9.07
ORD-02908,2025-01-18,Midwest,Illinois,SMB,Online,Apparel,Uniforms,Shift Uniform,18,43.1,0.1185,16.3
ORD-02909,2025-04-17,Northeast,New York,Consumer,Retail,Apparel,Safety Wear,Protective Jacket,2,81.68,0.1127,39.78
ORD-02910,2025-11-24,West,California,Enterprise,Direct Sales,Electronics,Accessories,Pro Headset,2,174.51,0.1122,123.24
ORD-02911,2025-12-29,Southeast,Georgia,Enterprise,Direct Sales,Furniture,Storage,Mobile Pedestal,8,177.25,0.1004,105.18
ORD-02912,2024-08-07,West,California,SMB,Distributor,Office Supplies,Writing,Marker Kit,19,26.18,0.093,12.76
ORD-02913,2025-08-15,Southwest,Arizona,SMB,Distributor,Electronics,Laptops,Apex Workstation,2,1336.28,0.1284,956.41
ORD-02914,2025-07-24,Southwest,Texas,SMB,Retail,Office Supplies,Organizers,Desk Organizer,83,34.86,0.0782,14.5
ORD-02915,2024-05-09,Midwest,Illinois,Enterprise,Online,Industrial,Components,Bearing Set,24,98.77,0.0845,45.93
ORD-02916,2024-05-04,West,California,SMB,Online,Electronics,Accessories,Dock Station,5,154.88,0.1285,105.42
ORD-02917,2025-10-14,Southeast,North Carolina,SMB,Distributor,Office Supplies,Paper,Recycled Paper Pack,75,21.35,0.0865,11.0
ORD-02918,2024-01-09,Southeast,Georgia,Enterprise,Distributor,Industrial,Maintenance,Filter Module,19,128.39,0.0866,76.28
ORD-02919,2024-12-19,Northeast,New York,Enterprise,Direct Sales,Furniture,Storage,Wall Storage,7,354.08,0.0984,214.77
ORD-02920,2024-07-04,Northeast,Pennsylvania,Enterprise,Direct Sales,Furniture,Chairs,Summit Chair,3,335.7,0.1044,213.72
ORD-02921,2025-03-22,West,Colorado,Enterprise,Distributor,Furniture,Desks,Studio Desk,2,460.87,0.1197,291.29
ORD-02922,2024-02-18,Southeast,Georgia,Enterprise,Direct Sales,Electronics,Networking,Secure Gateway,7,422.35,0.1523,267.51
ORD-02923,2024-01-26,Midwest,Michigan,Consumer,Direct Sales,Apparel,Branded Gear,Embroidered Cap,11,18.5,0.1198,6.5
ORD-02924,2025-03-02,Southwest,Arizona,Consumer,Online,Apparel,Uniforms,Service Polo,16,34.04,0.1328,13.92
ORD-02925,2024-10-14,Southwest,New Mexico,SMB,Online,Apparel,Safety Wear,Safety Vest,44,26.17,0.1194,9.31
ORD-02926,2025-02-18,Midwest,Ohio,SMB,Distributor,Furniture,Desks,Lift Desk,3,754.56,0.1314,427.36
ORD-02927,2024-11-04,Southwest,Texas,Consumer,Online,Electronics,Networking,Mesh Router,2,258.48,0.1385,186.05
ORD-02928,2024-04-12,Southwest,New Mexico,SMB,Direct Sales,Electronics,Accessories,Conference Cam,1,205.4,0.11,137.43
ORD-02929,2024-09-18,Northeast,Pennsylvania,SMB,Retail,Electronics,Networking,Mesh Router,4,263.95,0.1032,188.95
ORD-02930,2025-11-12,Southwest,Arizona,Enterprise,Direct Sales,Office Supplies,Paper,Copy Paper Pack,121,19.01,0.0801,8.82
ORD-02931,2025-12-12,Midwest,Ohio,SMB,Direct Sales,Furniture,Desks,Modular Desk,1,549.86,0.1033,327.96
ORD-02932,2025-12-13,Southwest,Texas,Enterprise,Direct Sales,Furniture,Desks,Lift Desk,2,673.49,0.1558,421.23
ORD-02933,2024-05-01,Midwest,Ohio,Enterprise,Direct Sales,Electronics,Networking,Smart Switch,2,333.46,0.0959,226.41
ORD-02934,2024-07-08,Southeast,Georgia,SMB,Direct Sales,Apparel,Uniforms,Team Hoodie,13,63.38,0.1077,29.33
ORD-02935,2025-03-05,Southwest,New Mexico,SMB,Retail,Electronics,Networking,Secure Gateway,5,405.89,0.1086,257.41
ORD-02936,2024-10-08,Northeast,Massachusetts,SMB,Direct Sales,Furniture,Desks,Studio Desk,3,435.41,0.1161,252.68
ORD-02937,2024-05-24,Northeast,Pennsylvania,SMB,Distributor,Furniture,Desks,Modular Desk,4,575.73,0.1113,361.86
ORD-02938,2024-04-10,West,California,Consumer,Retail,Apparel,Branded Gear,Quarter Zip,14,42.44,0.1313,17.58
ORD-02939,2024-07-14,West,California,Enterprise,Direct Sales,Office Supplies,Ink,Toner Cartridge,125,88.55,0.0595,46.86
ORD-02940,2024-10-15,Southeast,Georgia,Enterprise,Direct Sales,Industrial,Tools,Torque Wrench,14,181.79,0.0943,91.29
ORD-02941,2025-07-13,Midwest,Illinois,SMB,Direct Sales,Apparel,Branded Gear,Quarter Zip,30,40.69,0.101,19.21
ORD-02942,2024-12-29,Southwest,Arizona,SMB,Direct Sales,Furniture,Chairs,Task Stool,1,197.0,0.1602,123.14
ORD-02943,2025-10-08,Northeast,Pennsylvania,SMB,Retail,Office Supplies,Ink,Color Ink Set,75,49.01,0.077,22.16
ORD-02944,2024-04-08,Northeast,Pennsylvania,Consumer,Online,Industrial,Tools,Diagnostic Meter,4,275.67,0.1001,139.15
ORD-02945,2025-11-09,Midwest,Michigan,Consumer,Direct Sales,Electronics,Laptops,Apex Workstation,1,1296.63,0.1248,924.32
ORD-02946,2025-10-15,West,Washington,Consumer,Retail,Industrial,Maintenance,Lubricant Kit,4,72.63,0.1156,37.08
ORD-02947,2025-01-06,Northeast,Pennsylvania,Consumer,Online,Electronics,Tablets,Astra Tablet,1,615.09,0.1492,437.94
ORD-02948,2024-09-27,Southeast,Georgia,SMB,Distributor,Electronics,Tablets,Orbit Tablet,6,657.38,0.1737,451.96
ORD-02949,2025-03-25,Midwest,Illinois,Consumer,Retail,Electronics,Networking,Smart Switch,3,336.16,0.1353,210.09
ORD-02950,2025-05-31,Southwest,New Mexico,SMB,Online,Office Supplies,Writing,Notebook Set,42,28.06,0.1003,13.31
ORD-02951,2025-03-16,Northeast,Pennsylvania,SMB,Online,Industrial,Components,Hydraulic Valve,5,344.83,0.1057,196.19
ORD-02952,2025-06-12,Southeast,North Carolina,SMB,Distributor,Electronics,Laptops,Apex Workstation,8,1313.26,0.1651,951.94
ORD-02953,2025-06-10,Southwest,Arizona,SMB,Distributor,Apparel,Safety Wear,Safety Vest,6,25.07,0.0988,8.77
ORD-02954,2025-11-18,Southwest,New Mexico,SMB,Direct Sales,Furniture,Chairs,Task Stool,4,176.5,0.143,112.84
ORD-02955,2025-03-04,Northeast,Massachusetts,Enterprise,Direct Sales,Industrial,Components,Drive Assembly,4,435.58,0.0934,243.24
ORD-02956,2024-07-14,Northeast,Massachusetts,SMB,Direct Sales,Office Supplies,Paper,Premium Paper Box,28,49.21,0.0727,26.08
ORD-02957,2024-03-17,West,California,Consumer,Online,Office Supplies,Organizers,Desk Organizer,26,34.48,0.1163,16.12
ORD-02958,2024-10-09,Northeast,Pennsylvania,Consumer,Retail,Apparel,Uniforms,Service Polo,2,31.01,0.1274,15.16
ORD-02959,2025-01-01,Northeast,Massachusetts,Enterprise,Direct Sales,Office Supplies,Writing,Gel Pen Bundle,57,17.25,0.0697,7.17
ORD-02960,2025-10-27,West,Washington,Consumer,Online,Apparel,Branded Gear,Embroidered Cap,10,17.61,0.1372,7.72
ORD-02961,2024-12-04,Midwest,Illinois,Enterprise,Distributor,Industrial,Components,Drive Assembly,28,449.26,0.0627,220.35
ORD-02962,2024-08-27,Northeast,Massachusetts,Consumer,Online,Electronics,Accessories,Pro Headset,1,186.78,0.1403,117.01
ORD-02963,2025-07-13,Southwest,New Mexico,Consumer,Online,Electronics,Laptops,Nimbus Laptop,1,1039.26,0.1338,692.1
ORD-02964,2024-04-01,West,Colorado,Consumer,Online,Electronics,Laptops,Nimbus Laptop,3,1103.43,0.1406,768.52
ORD-02965,2024-06-25,Southwest,Texas,Enterprise,Retail,Industrial,Maintenance,Filter Module,20,136.95,0.0976,78.05
ORD-02966,2025-12-02,Northeast,Massachusetts,SMB,Distributor,Office Supplies,Paper,Recycled Paper Pack,17,23.1,0.0748,9.74
ORD-02967,2025-04-27,Midwest,Illinois,Consumer,Retail,Electronics,Networking,Secure Gateway,2,445.56,0.1395,287.4
ORD-02968,2025-05-21,Southeast,Georgia,SMB,Online,Industrial,Components,Drive Assembly,5,384.88,0.1141,192.53
ORD-02969,2024-11-21,Midwest,Michigan,SMB,Direct Sales,Apparel,Safety Wear,Safety Vest,29,24.97,0.1031,10.38
ORD-02970,2024-01-08,Northeast,Pennsylvania,Consumer,Retail,Office Supplies,Ink,Black Ink Set,22,35.15,0.0837,19.21
ORD-02971,2025-06-18,Southwest,New Mexico,Enterprise,Direct Sales,Electronics,Laptops,Apex Workstation,6,1273.84,0.1013,880.49
ORD-02972,2024-09-01,West,California,Consumer,Retail,Apparel,Uniforms,Shift Uniform,3,49.95,0.1239,18.15
ORD-02973,2024-10-17,Southeast,Florida,Consumer,Online,Electronics,Networking,Mesh Router,4,261.05,0.1728,183.97
ORD-02974,2025-03-27,Southeast,Florida,Consumer,Online,Electronics,Accessories,Dock Station,3,156.16,0.1927,98.05
ORD-02975,2024-02-23,Midwest,Michigan,SMB,Online,Office Supplies,Ink,Black Ink Set,73,37.21,0.0755,19.47
ORD-02976,2024-11-18,West,Colorado,Consumer,Direct Sales,Apparel,Uniforms,Team Hoodie,12,60.82,0.1213,24.45
ORD-02977,2025-08-21,Northeast,New York,Enterprise,Distributor,Electronics,Networking,Mesh Router,8,224.81,0.0987,147.49
ORD-02978,2025-07-08,Southwest,Arizona,SMB,Online,Industrial,Tools,Inspection Kit,13,142.76,0.106,82.61
ORD-02979,2024-05-27,West,Colorado,SMB,Direct Sales,Industrial,Tools,Inspection Kit,10,128.99,0.0867,79.13
ORD-02980,2025-12-03,West,Colorado,SMB,Distributor,Electronics,Laptops,ThinkCore Laptop,2,994.95,0.1161,623.17
ORD-02981,2025-07-20,Northeast,Massachusetts,Consumer,Direct Sales,Office Supplies,Organizers,Archive Bin,29,50.32,0.0765,20.69
ORD-02982,2024-05-13,Southeast,Georgia,Enterprise,Direct Sales,Apparel,Branded Gear,Quarter Zip,47,42.38,0.0991,18.07
ORD-02983,2025-09-08,Southwest,New Mexico,SMB,Distributor,Furniture,Desks,Lift Desk,4,752.79,0.1673,505.76
ORD-02984,2025-01-29,Southeast,Georgia,SMB,Online,Apparel,Uniforms,Team Hoodie,38,62.39,0.1242,28.23
ORD-02985,2024-06-22,Midwest,Illinois,Consumer,Retail,Furniture,Storage,Filing Cabinet,1,235.97,0.1295,149.35
ORD-02986,2024-05-06,Southwest,New Mexico,Enterprise,Direct Sales,Electronics,Accessories,Pro Headset,11,167.35,0.0904,119.6
ORD-02987,2025-06-12,Midwest,Michigan,SMB,Online,Office Supplies,Organizers,Label Pack,84,13.42,0.0816,5.6
ORD-02988,2024-06-14,Northeast,Pennsylvania,SMB,Direct Sales,Electronics,Laptops,Apex Workstation,2,1296.95,0.0961,836.48
ORD-02989,2025-07-28,Northeast,Pennsylvania,Consumer,Online,Office Supplies,Organizers,Label Pack,6,14.03,0.0967,6.81
ORD-02990,2025-06-10,Southeast,North Carolina,Consumer,Online,Apparel,Safety Wear,Safety Vest,6,26.62,0.1342,12.7
ORD-02991,2025-04-19,Southeast,North Carolina,Consumer,Online,Office Supplies,Organizers,Desk Organizer,25,33.32,0.1126,15.34
ORD-02992,2024-09-15,West,Washington,SMB,Distributor,Furniture,Chairs,Task Stool,2,205.82,0.1157,117.58
ORD-02993,2024-03-29,West,Washington,SMB,Distributor,Furniture,Storage,Wall Storage,5,307.08,0.1308,195.33
ORD-02994,2025-08-26,Southeast,Georgia,SMB,Direct Sales,Industrial,Tools,Torque Wrench,14,166.34,0.0902,86.57
ORD-02995,2024-03-08,Midwest,Ohio,SMB,Online,Furniture,Desks,Studio Desk,2,439.04,0.1214,259.93
ORD-02996,2024-02-05,Midwest,Ohio,Consumer,Online,Office Supplies,Ink,Color Ink Set,5,53.14,0.1105,22.22
ORD-02997,2024-10-24,West,California,Consumer,Online,Apparel,Uniforms,Team Hoodie,17,60.66,0.1437,24.82
ORD-02998,2025-06-17,West,California,Consumer,Online,Furniture,Chairs,Ergo Chair,2,293.02,0.1537,188.05
ORD-02999,2024-05-17,Northeast,Pennsylvania,SMB,Distributor,Electronics,Tablets,Astra Tablet,3,575.29,0.1223,353.85
ORD-03000,2024-05-09,Midwest,Michigan,Consumer,Retail,Furniture,Chairs,Ergo Chair,1,287.33,0.1358,180.68
ORD-03001,2024-04-16,Midwest,Michigan,Enterprise,Direct Sales,Industrial,Tools,Diagnostic Meter,12,261.31,0.0519,137.27
ORD-03002,2025-12-05,Southwest,New Mexico,SMB,Online,Office Supplies,Ink,Color Ink Set,68,52.64,0.0955,27.3
ORD-03003,2025-11-10,Southwest,Texas,Enterprise,Distributor,Electronics,Networking,Secure Gateway,10,454.71,0.1075,297.12
ORD-03004,2024-09-23,Southwest,New Mexico,Consumer,Online,Furniture,Chairs,Ergo Chair,3,287.68,0.1796,185.13
ORD-03005,2025-12-04,Midwest,Illinois,SMB,Online,Industrial,Maintenance,Filter Module,9,130.67,0.0864,75.99
ORD-03006,2024-01-17,Midwest,Michigan,Consumer,Distributor,Office Supplies,Ink,Toner Cartridge,7,90.58,0.0882,47.43
ORD-03007,2025-02-08,Midwest,Ohio,Enterprise,Online,Industrial,Maintenance,Filter Module,9,124.87,0.0793,70.29
ORD-03008,2025-01-18,Midwest,Ohio,SMB,Online,Office Supplies,Ink,Black Ink Set,50,40.42,0.0816,19.32
ORD-03009,2024-05-05,Southeast,North Carolina,Consumer,Retail,Furniture,Storage,Filing Cabinet,3,244.65,0.1289,133.05
ORD-03010,2024-04-21,Northeast,New York,Enterprise,Distributor,Electronics,Networking,Secure Gateway,12,427.49,0.1229,276.29
ORD-03011,2024-08-30,Southwest,New Mexico,SMB,Retail,Industrial,Tools,Torque Wrench,15,183.01,0.0753,105.46
ORD-03012,2024-01-08,Northeast,Pennsylvania,Enterprise,Direct Sales,Apparel,Safety Wear,Protective Jacket,51,93.42,0.0928,35.57
ORD-03013,2025-01-26,Southeast,Florida,Enterprise,Online,Furniture,Storage,Filing Cabinet,3,228.15,0.1134,141.56
ORD-03014,2024-05-03,Northeast,Pennsylvania,Enterprise,Distributor,Office Supplies,Writing,Notebook Set,134,26.37,0.0844,12.51
ORD-03015,2025-12-07,Southwest,New Mexico,Consumer,Online,Apparel,Uniforms,Shift Uniform,2,45.04,0.1344,19.81
ORD-03016,2024-05-03,Southwest,New Mexico,SMB,Online,Office Supplies,Organizers,Label Pack,80,15.07,0.0896,6.72
ORD-03017,2024-04-26,West,Colorado,Enterprise,Distributor,Office Supplies,Paper,Copy Paper Pack,140,19.56,0.074,10.89
